5.000000 0.021481
10.001000 0.029262
15.001000 0.024450
20.001000 0.024416
25.001000 0.029183
30.000000 0.031903
35.941000 0.024627
40.001000 0.025254
45.000000 0.028338
50.167000 0.025896
55.000000 0.024889
60.000000 0.026837
65.002000 0.029280
70.000000 0.068646
75.001000 0.082861
80.000000 0.086060
85.001000 0.079216
90.000000 0.114459
95.001000 0.097109
100.000000 0.066356
105.000000 0.110178
110.000000 0.082520
115.001000 0.083560
120.001000 0.098767
125.001000 0.143118
130.000000 0.164054
135.000000 0.188923
140.000000 0.140362
145.001000 0.145162
150.002000 0.162251
