99.785 0.139892578125 0
99.787 0.11279296875 0
99.789 0.078125 0
99.791 0.009033203125 0
99.793 -0.082275390625 0
99.796 -0.156982421875 0
99.798 -0.226318359375 0
99.8 -0.29931640625 0
99.802 -0.43603515625 0
99.805000 -0.530029 2
99.876000 -1.074463 2
99.896 -1.61865234375 0
99.898 -1.50244140625 0
99.9 -1.68774414062 0
99.902 -1.99993896484 0
99.904 -1.70141601562 0
99.907 -1.99993896484 0
99.909 2.0 0
99.911 -1.99993896484 0
99.913 -0.237060546875 0
99.916 -1.99993896484 0
99.918 -1.99993896484 0
99.922 -1.99993896484 0
99.927 -1.99993896484 0
99.929 -1.99993896484 0
99.931 -1.99993896484 0
99.933 -1.99993896484 0
99.936 -1.94897460938 0
99.938 -1.99993896484 0
99.94 -1.93139648438 0
99.942 -1.99993896484 0
99.945 -1.99993896484 0
99.947 -1.99993896484 0
99.949 -1.99993896484 0
99.951 -1.99993896484 0
99.953 -1.99993896484 0
99.956 -1.99993896484 0
99.958 -1.99993896484 0
99.96 -1.99993896484 0
99.962 -1.99993896484 0
99.965 -1.99993896484 0
99.967 -1.99993896484 0
99.969 -1.99993896484 0
99.971 -1.99993896484 0
99.973 -1.99993896484 0
99.976 -1.99993896484 0
99.978 -1.99993896484 0
99.98 -1.99993896484 0
99.982 -1.99993896484 0
99.985 -1.99993896484 0
99.987 -1.99993896484 0
99.989 -1.9951171875 0
99.991 -1.99993896484 0
99.993 -1.96533203125 0
99.996 -1.93115234375 0
99.998 -1.84399414062 0
100.0 -1.78540039062 0
100.002 -1.724609375 0
100.005 -1.69140625 0
100.007 -1.59936523438 0
100.009 -1.50561523438 0
99.807000 -0.626709 2
100.045 -0.45263671875 0
100.047 -0.417724609375 0
100.049 -0.37451171875 0
100.051 -0.305419921875 0
100.053 -0.264892578125 0
100.056 -0.2314453125 0
100.058 -0.2236328125 0
100.06 -0.127197265625 0
100.062 -0.08740234375 0
100.064 -0.0791015625 0
100.067 -0.02099609375 0
100.069 0.031982421875 0
100.071 0.058837890625 0
100.073 0.06640625 0
100.076 0.09228515625 0
100.078 0.121337890625 0
100.08 0.120361328125 0
100.082 0.126220703125 0
100.084 0.12890625 0
100.087 0.1201171875 0
100.089 0.108154296875 0
100.091 0.091552734375 0
100.093 0.095703125 0
100.096 0.09423828125 0
100.098 0.10498046875 0
100.1 0.127685546875 0
100.102 0.14697265625 0
100.104 0.165283203125 0
100.107 0.1669921875 0
100.109 0.185791015625 0
100.111 0.18603515625 0
100.113 0.186279296875 0
100.116 0.18359375 0
100.118 0.204833984375 0
100.12 0.2060546875 0
100.122 0.19189453125 0
100.125 0.18798828125 0
100.127 0.174560546875 0
100.129 0.18603515625 0
100.131 0.1806640625 0
100.133 0.185302734375 0
100.136 0.163818359375 0
100.138 0.158447265625 0
100.14 0.18505859375 0
100.142 0.1669921875 0
100.145 0.1474609375 0
100.147 0.1318359375 0
100.149 0.111328125 0
100.151 0.08154296875 0
100.153 0.0849609375 0
100.156 0.068603515625 0
100.158 0.025390625 0
100.16 -0.017333984375 0
100.162 -0.05810546875 0
100.165 -0.10205078125 0
100.167 -0.130126953125 0
100.169 -0.15478515625 0
100.171 -0.170166015625 0
100.173 -0.176513671875 0
100.176 -0.213623046875 0
100.178 -0.23388671875 0
100.18 -0.2578125 0
100.182 -0.27880859375 0
100.185 -0.324462890625 0
100.187 -0.3818359375 0
100.189 -0.423583984375 0
100.191 -0.496337890625 0
